"Afghanistan","1980","206","350","455","556","665","793","955","1187","1594","3542","1030","13211412"
"Afghanistan","1981","212","361","469","574","686","818","986","1225","1645","3655","1063","12996923"
"Afghanistan","1982","221","377","490","599","716","854","1029","1278","1717","3814","1109","12667001"
